1, 346.6, 1.143125E+01
2, 394.8, 1.142835E+01
3, 459.9, 1.342092E+01
4, 459.9, 1.415285E+01
5, 459.9, 1.203885E+01
6, 461.9, 2.416211E+01
7, 461.6, 1.469752E+01
8, 462.4, 1.192688E+01
9, 462.6, 1.210821E+01
10, 462.5, 1.054145E+01
11, 462.8, 9.793136E+00
12, 462.8, 9.256796E+00
13, 462.2, 9.274115E+00
14, 462.2, 8.364788E+00
15, 462.1, 8.226612E+00
16, 462.2, 8.047302E+00
17, 462.2, 7.822697E+00
18, 462.4, 8.000473E+00
19, 462.0, 7.718394E+00
20, 461.9, 7.862091E+00
21, 462.3, 7.875646E+00
22, 462.4, 7.845621E+00
23, 462.0, 7.732769E+00
24, 462.0, 7.625199E+00
25, 462.0, 7.644201E+00
26, 461.9, 7.672265E+00
27, 461.9, 7.692106E+00
28, 461.8, 7.687745E+00
29, 461.3, 7.686618E+00
30, 461.6, 7.647374E+00
31, 461.2, 7.538994E+00
32, 461.5, 7.474841E+00
33, 461.2, 7.510828E+00
34, 461.3, 7.494049E+00
35, 461.2, 7.455503E+00
36, 461.1, 7.390069E+00
37, 460.7, 7.466924E+00
38, 460.6, 7.422602E+00
39, 460.5, 7.452683E+00
40, 460.1, 7.446602E+00
41, 424.2, 7.289595E+00
42, 459.8, 7.309331E+00
43, 459.9, 7.337132E+00
44, 460.2, 7.222971E+00
45, 459.8, 7.264188E+00
46, 459.7, 7.229290E+00
47, 459.7, 7.222803E+00
48, 459.7, 7.217698E+00
49, 459.7, 7.113982E+00
50, 459.7, 7.075468E+00
