1, 243.7, 1.113200E+01
2, 286.3, 1.113410E+01
3, 347.4, 9.968154E+00
4, 336.8, 1.185649E+01
5, 349.6, 1.021340E+01
6, 350.3, 9.987350E+00
7, 351.3, 9.510248E+00
8, 352.0, 9.145468E+00
9, 352.7, 8.860078E+00
10, 352.4, 8.437872E+00
11, 353.1, 8.449053E+00
12, 353.3, 8.366549E+00
13, 349.3, 8.060226E+00
14, 352.5, 7.804585E+00
15, 339.5, 7.824056E+00
16, 352.2, 7.726796E+00
17, 352.0, 7.628726E+00
18, 351.3, 7.673549E+00
19, 351.3, 7.587096E+00
20, 351.2, 7.572718E+00
21, 351.1, 7.573855E+00
22, 350.6, 7.598576E+00
23, 350.7, 7.536491E+00
24, 350.1, 7.524507E+00
25, 350.4, 7.627107E+00
26, 340.1, 7.550406E+00
27, 349.5, 7.443347E+00
28, 349.5, 7.470361E+00
29, 349.8, 7.489387E+00
30, 350.0, 7.478989E+00
31, 349.6, 7.386038E+00
32, 350.0, 7.340754E+00
33, 349.9, 7.413965E+00
34, 349.0, 7.414268E+00
35, 349.5, 7.386899E+00
36, 346.6, 7.313957E+00
37, 340.1, 7.383693E+00
38, 348.1, 7.343682E+00
39, 348.4, 7.375684E+00
40, 348.7, 7.382521E+00
41, 343.4, 7.238798E+00
42, 348.1, 7.262251E+00
43, 347.7, 7.293743E+00
44, 344.6, 7.175825E+00
45, 347.9, 7.199699E+00
46, 347.8, 7.166957E+00
47, 347.2, 7.200528E+00
48, 346.9, 7.232080E+00
49, 347.3, 7.075410E+00
50, 347.3, 7.069880E+00
